,full_text,startYear,averageRating,numVotes,writers,directors,actors
3709, Biography Comedy Drama Ten Thousand Hearts MSE Studio sexual identity lgbt gay theme swear swearing profanity,2017,6.4,2010, Nils-ErikEkblom TomNorrgrann, Nils-ErikEkblom, MikkoKauppila ValtteriLehtinen SannaMajuri SamiHuhtala AmandaVirolainen MirjaOksanen KaisaSaarakkala JuhoKeskitalo OssiÅgren JukkaFederley
3710," Action Adventure Comedy Imagine Entertainment Lionsgate Bron Studios berlin, germany paris, france spy prague, czech republic female friendship best friend los angeles, california save the day acrobats edward snowden",2018,6.1,86194, SusannaFogel DavidIserson, SusannaFogel, JustinTheroux KateMcKinnon BlankaGyörfi-Tóth MilaKunis VilmaSzécsi LollyAdefope DustinDemri-Burns DavidIserson SamHeughan HasanMinhaj
3711," Adventure Animation Comedy Animagrad Animation Studio 3Beep Film.UA based on novel or book fairy nature folklore based on myths, legends or folklore mavka ukrainian folklore independent film love vs duty",2023,6.6,7006, YaroslavVoytseshek LesyaUkrainka, OlehMalamuzh OleksandraRuban YevheniyYermak, SarahNatochenny SarahNatochenny MarcThompson MarcThompson MarcThompson MarcThompson MarcThompson MarcThompson MikePollock MikePollock MikePollock MikePollock TylerBunch TylerBunch TylerBunch TylerBunch AlysonLeighRosenfeld AlysonLeighRosenfeld AlysonLeighRosenfeld AlysonLeighRosenfeld EddyLee EddyLee TomWayland TomWayland LaurieHymes LaurieHymes ScottRayow ScottRayow NataliyaDenisenko
3712, Comedy Drama Romance Yale Productions WYSJ Media The Exchange Good Deed Entertainment love cancer illness bucket list growing apart,2018,6.5,2837, HannahMarks JoeyPower, HannahMarks JoeyPower, JeremyAllenWhite MaikaMonroe DeRonHorton SashaLane DeanWinters GinaGershon MarisaTomei OliviaLuccardi BillSage RyaKihlstedt
3713, Comedy Drama Le Pacte,2018,6.6,3177, ThomasLilti, ThomasLilti, VincentLacoste WilliamLebghil MichelLerousseau DarinaAlJoundi BenoîtDiMarco GraziellaDelerm GuillaumeClérice AlexandreBlazy NoémiSilvania LauretteTessier
3714, Action Adventure Comedy AGBO Ley Line Entertainment Year of the Rat Productions Hotdog Hands LLC A24 IAC Films mother martial arts kung fu nihilism philosophy generations conflict chinese woman surrealism laundromat chinese east asian lead divorce family lgbt hot dog asian woman chinese immigrant mother daughter relationship action comedy asian american intergenerational trauma internal revenue service interdimensional travel absurd dramatic bold excited,2022,7.7,597656, DanielKwan DanielScheinert, DanielKwan DanielScheinert, MichelleYeoh StephanieHsu StephanieHsu JamieLeeCurtis KeHuyQuan JamesHong TallieMedel JennySlate HarryShumJr. BiffWiff SunitaMani
3715," Comedy Drama Chicago Media Angels Florida Hill The Black List Meridian Entertainment brothel bodily disabled person montreal, canada loss of virginity man in wheelchair whore",2019,7.1,5050, PierreDeClercq ErikLinthorst, RichardWong, GrantRosenmeyer HaydenSzeto RaviPatel GaboureySidibe JaneaneGarofalo C.S.Lee JenniferJelsema MarthaKuwahara DelaneyFeener AstaPhilpot AstaPhilpot
3716, Comedy Horror Musical Troma Entertainment dark comedy musical satire social justice political satire ethnic diversity scatological humor poop low budget,2020,6.4,440, BrandonBassham LloydKaufman GabrielFriedman WilliamShakespeare FrazerBrown DougSakmann ZacAmico, LloydKaufman, CatherineCorcoran LloydKaufman LloydKaufman DebbieRochon TommyPistol JulieAnnePrescott NadiaWhite AshleyNaglieri MoniqueDupree GenovevaRossi BillWeeden
3717, Comedy Drama Romance Blackboard Productions high school age difference dark comedy delinquency coming of age love parenthood older woman younger man relationship 1990s,2018,6.7,102, AraBall, AraBall, RobertNaylor FranceCastel JulieLeBreton PatriceRobitaille Rose-MariePerreault ThomasBeaudoin EmilieCarbonneau KatiaLévesque
3718," Animation Biography Drama Sygnatia The Glow Submarine Hampa Animation Studio Movistar+ TeleMadrid Canal Extremadura Aragón Televisión ZDF/Arte TVE paris, france movie business surrealism based on comic poverty based on graphic novel adult animation social justice spanish second republic (1931-39) 1930s film production luis buñuel extremadura, spain",2018,7.1,2570, EligioR.Montero SalvadorSimó FermínSolís, SalvadorSimó, JorgeUsón FernandoRamos LuisEnriquedeTomás CyrilCorral JavierBalas GabrielLatorre PepaGracia FermínNúñez FermínNúñez RachelLascar SalvadorSimó
3719, Comedy Drama Romance Breaking Glass Pictures couple,2018,6.1,589, EugeneKotlyarenko DashaNekrasova, EugeneKotlyarenko, DashaNekrasova EugeneKotlyarenko PaigeElkington KimYe BrianLeeHughes JanivaEllis CarolineHebert JackKilmer VishwamVelandy MarcelAlcala
3720, Action Adventure Animation A. Film Production Sudoku Pop Up Production ninja adult animation,2018,7.1,7318, AndersMatthesen, ThorbjørnChristoffersen AndersMatthesen, AlfredBjerreLarsen EmmaSehestedHøeg AndersMatthesen AvaConnolly AvaConnolly EoinDaly EoinDaly FacundoReyes EmmetRyan EmmetRyan
3721, Comedy Horror Sci-Fi Screen Australia Create NSW Protagonist Pictures Made Up Stories Snoot Entertainment halloween kindergarten zombie zombie apocalypse,2019,6.3,21013, AbeForsythe, AbeForsythe, LupitaNyong'o AlexanderEngland JoshGad KatStewart DieselLaTorraca NadiaTownsend MarshallNapier GlennHazeldine AvaCaryofyllis CharlieWhitley
3722, Comedy Drama Dharamsala ARTE France Cinéma Mars Films Canal+ SCOPE Pictures single father father figure woman director father daughter relationship,2018,6.7,862, ClaireBurger, ClaireBurger, BouliLanners JustineLacroix SarahHenochsberg CécileRémy-Boutang AntoniaBuresi CéliaMayer LorenzoDemanget TiagoGandra LaureBallarin Jean-ClaudeAcquaviva
3723, Comedy Gulp Splash Productions Vanishing Angle dark comedy surreal suburbia biting family dental braces woman director satirical football (soccer) mom bizzare female rivalry absurd,2019,6.4,6296, JocelynDeBoer DawnLuebbe, JocelynDeBoer DawnLuebbe, JocelynDeBoer DawnLuebbe BeckBennett NeilCasey MaryHolland D'ArcyCarden JulianHilliard JaniczaBravo Dot-MarieJones AsherMilesFallica
3724, Action Adventure Animation Warner Bros. Animation DC Entertainment movie business superhero time travel slapstick comedy hollywood super power aftercreditsstinger duringcreditsstinger based on tv series,2018,6.7,23320, MichaelJelenic AaronHorvath JerrySiegel JoeShuster MarvWolfman GeorgePérez ArnoldDrake BobKane BillFinger WilliamMoultonMarston, AaronHorvath PeterRidaMichail, GregCipes ScottMenville KharyPayton TaraStrong HyndenWalch WillArnett KristenBell EricBauza EricBauza MichaelBolton Kal-ElCage
3725, Comedy Drama Fantasy BBC Film Rook Films BFI BFI Film Fund absurd,2018,6.1,15331, PeterStrickland, PeterStrickland, SidseBabettKnudsen MarianneJean-Baptiste JulianBarratt SteveOram JaygannAyeh ZsoltPáll RichardBremmer DeborahGriffin FatmaMohamed SusannaCappellaro
3726, Adventure Animation Comedy 20th Century Studios Bento Box Entertainment test of courage crime scene aftercreditsstinger based on tv series secret playroom carney town optimistic,2022,7.0,23698, LorenBouchard NoraSmith TonyGennaro, LorenBouchard BernardDerriman, H.JonBenjamin H.JonBenjamin H.JonBenjamin KristenSchaal DanMintz JohnRoberts JohnRoberts JohnRoberts EugeneMirman DavidWain ZachGalifianakis KevinKline LarryMurphy LarryMurphy GaryCole
3727, Adventure Comedy Drama Paramvah Studios KVN Productions Suresh Productions Stone Bench Creations road trip dog man friendship,2022,8.7,46101, KiranrajK K.N.VijayKumar SatheeshMuthukulam SanjayUpadhyay, KiranrajK, RakshitShetty Charlie SangeethaSringeri RajB.Shetty BobbySimha DanishSait Sharvari AniruddhRoy Harini SiddharthBhat
3728, Comedy Drama Sport Chi-Fou-Mi Productions Les Productions du Trésor synchronized swimming,2018,6.9,12921, AhmedHamidi JulienLambroschini GillesLellouche, GillesLellouche, MathieuAmalric GuillaumeCanet BenoîtPoelvoorde Jean-HuguesAnglade VirginieEfira LeïlaBekhti MarinaFoïs PhilippeKaterine FélixMoati AlbanIvanov
3729," Comedy Drama Family Seesaw Entertainment Beijing Culture shanghai, china",2018,6.7,1902, CathyYan, CathyYan, VivianWu HaoyuYang MengLi MasonLee DavidRysdahl ZazieBeetz GangCai KefanCao ArchibaldC.McCollIV MengchunSun
3730, Comedy Crime Thriller PRAXIMA Showdown Productions,2022,6.2,1853, SamBenjamin KylaFrye, SamBradford, SimonCallow RaeLim EllenThomas NadineMills MarcusOnilude FarrelHegarty SamBenjamin JacobAnderton VincentJerome RobertShannon
3731, Adventure Animation Comedy Pearl Studio Janet Yang Productions Glen Keane Productions moon musical rocket,2020,6.3,26503, AudreyWells JenniferYeeMcDevitt AliceWu, GlenKeane JohnKahrs, GlenKeane GlenKeane BrycenHall RuthieAnnMiles JohnCho CathyAng EdieIchioka GregWatanabe GregWatanabe ElizabethPan JamesTakuLeung JamesTakuLeung JamesTakuLeung JosiahD.Lee
3732, Comedy Drama Family Koro Films uMedia Canal+ space teenage dreams,2018,6.2,161, AnaïsCarpita Marie-SophieChambon, Marie-SophieChambon, LaureDuchene AngèleMetzger PaulineSerieys ZoéDeTarlé IsabelledeHertogh PhilippeRebbot JonathanLambert ClémenceMérigot EliseHavelange GuillaumeVerdier
3733, Adventure Animation Comedy Locksmith Animation DNEG family best friend forever,2021,7.1,44275, PeterBaynham SarahSmith, SarahSmith Jean-PhilippeVine OctavioE.Rodriguez, JackDylanGrazer ZachGalifianakis EdHelms OliviaColman RobDelaney JusticeSmith KylieCantrall RicardoHurtado CullenMcCarthy AvaMorse
3734, Comedy Romance The Story Attic,2018,6.5,315, DuaneMurray ShaneBelcourt, ShaneBelcourt, KristianBruun CaraGee MeghanHeffern MorganDavidJones JoshuaPeace AnnaHopkins SugithVarughese LauraWilson AmandaArmagon RichardLee
3735," Comedy Drama Romance Les Films Pelléas ARTE France Cinéma CNC paris, france aids melancholy lgbt older man younger man relationship meditative 1990s death of a loved one gay theme",2018,6.8,4462, ChristopheHonoré, ChristopheHonoré, VincentLacoste PierreDeladonchamps DenisPodalydès AdèleWismes ThomasGonzalez ClémentMétayer QuentinThébault TristanFarge SophieLetourneur MarleneSaldana
3736," Comedy Romance Goalpost Pictures Screen Australia wedding northern territory darwin, australia",2019,6.3,2477, JoshuaTyler MirandaTapsell GlenCondie, WayneBlair, BrooklynDoomadgee HelenaJohnson DanCollins AntonioTipiloura MirandaTapsell KerryFox GwilymLee JoshMcConville JulieQuick CarmelJohnson
3737, Action Comedy Crime Bubble Studios based on comic unorthodox bubble comics based on short film independent film plague doctor,2021,6.3,14638, VladimirBesedin EvgenyEronin ArtyomGabrelyanov AleksandrKim RomanKotkov NikolayTitov OlegTrofim ValentinaTronova, OlegTrofim, TikhonZhiznevskiy LyubovAksyonova SergeiGoroshko AlekseyMaklakov AlexanderSeteykin DmitriyChebotaryov MikhailEvlanov OlegChugunov VitaliyKhaev Kyivstoner
3738, Action Adventure Comedy WarParty Films Highland Film Group Ingenious Media Paradox Film Group EFO Films Big Red Films Diamond Film Productions Edver Films Orca Entertainment Group River Bay Films The Fyzz Scott Free Productions video game time loop philosophical satirical absurd audacious defiant scathing,2020,6.8,87524, ChrisBorey EddieBorey JoeCarnahan, JoeCarnahan, FrankGrillo MelGibson NaomiWatts MichelleYeoh WillSasso AnnabelleWallis SheaunMcKinney SelinaLo KenJeong MeadowWilliams
3739, Comedy Crime Drama Sailor Bear Mama Bear Studios Zero Trans Fat Productions robbery waitress female friendship based on true story drug dealing poverty juvenile delinquent autobiographical woman director narcotics roommate issues past due rent weed stoner movie female writer high school drop out best friends,2018,6.1,4545, AugustineFrizzell, AugustineFrizzell, MaiaMitchell CamilaMorrone LizCardenas MichelleSherrill JulianHilliard JenniferPilarcik JamesLaBountyII MarcusM.Mauldin AtheenaFrizzell JoelAllen
3740, Comedy Drama Nolita Les films du Monsieur,2018,6.5,630, DavidFoenkinos Jean-PaulRouve, Jean-PaulRouve, LudivineSagnier JoséGarcia Jean-PaulRouve RamzyBedia PaulineClément PhilippineLeroy-Beaulieu FrancBruneau GabrielNaccache JézabelMarques DelphineZingg
3741, Action Comedy Crime GoldDay love at first sight buddy cop poor eyesight aggressive uber father daughter relationship toxic masculinity shared taxi styx amused,2019,6.2,53927, TripperClancy, MichaelDowse, DaveBautista KumailNanjiani MiraSorvino NatalieMorales IkoUwais BettyGilpin KarenGillan JimmyTatro SteveHowey ReneMoran
3742, Comedy Fantasy Horror Filmkontroll,2019,6.4,3016, MárkBodzsár, MárkBodzsár, LiliWalters ErvinNagy ZsoltNagy SzabolcsThuróczy IstvánZnamenák NelliSzücs AlexandraBorbély MónikaBalsai RolandRába ÉvaKerekes
3743, Comedy Drama Mystery Gaumont Mandarin Film France 2 Cinéma SCOPE Pictures based on novel or book manuscript author publisher,2019,6.7,5164, RémiBezançon DavidFoenkinos VanessaPortal, RémiBezançon, FabriceLuchini CamilleCottin AliceIsaaz BastienBouillon JosianeStoléru AstridWhettnall MarcFraize HannaSchygulla Marie-ChristineOrry VincentWinterhalter
3744, Comedy Drama Music New Line Cinema Bend It Films Ingenious Media Levantine Films Rakija Films Warner Bros. Pictures based on true story coming of age woman director 1980s british asian teenager,2019,6.9,28323, SarfrazManzoor GurinderChadha PaulMayedaBerges BruceSpringsteen, GurinderChadha, BillyBarratt RonakSinghChadhaBerges ViveikKalra LeeBarnett Dean-CharlesChapman KitReeve DavidHayman KulvinderGhir NikitaMehta RobBrydon
3745, Comedy Romance,2019,6.4,1368, RobertKrantz, J.J.Englert RobertKrantz, PetaMurgatroyd RobertKrantz EdwardAsner CorbinBernsen MichaelRichards GaryHershberger NatashaBure EveSigall MaksimChmerkovskiy J.ChrisNewberg
3746," Comedy Drama MI Movies BUN-BUKU France 3 Cinéma 3B Productions mother paris, france autobiography family relationships family making of memoirs french family mother daughter relationship",2019,6.5,8537, HirokazuKoreeda KenLiu, HirokazuKoreeda, CatherineDeneuve JulietteBinoche EthanHawke ClémentineGrenier ManonClavel AlainLibolt ChristianCrahay RogerVanHool LudivineSagnier LaurentCapelluto
3747, Adventure Animation Comedy Logical Pictures TAT Productions Bac Films France 3 Cinéma Master Films,2019,6.6,2640, DavidAlaux EricTosti Jean-FrançoisTosti, EricTosti, LandenBeattie JasonAnthony JasonAnthony EdouardBaer GuillaumeLebon Marie-EugénieMaréchal SusanMyers SusanMyers LauraPost LauraPost KeithSilverstein KeithSilverstein KeithSilverstein KeithSilverstein BarbaraTissier TimothéVomDorp
3748, Adventure Animation Comedy Aardman Pathé StudioCanal rescue chicken villain sequel heist stop motion animals reboot claymation plasticine witty arrogant feel-good rousing,2023,6.3,28160, KareyKirkpatrick JohnO'Farrell RachelTunnard MarkBurton HollyWalsh LynnFerguson BenWillbond LaurenceRickard DavidBowers PeterPeake, SamFell JeffNewitt, ThandiweNewton ZacharyLevi BellaRamsey ImeldaStaunton LynnFerguson DavidBradley JaneHorrocks RomeshRanganathan DanielMays JosieSedgwick-Davies
3749, Animation Comedy Drama P.A.WORKS Hakuhodo DY Music & Pictures Sotsu BS Fuji MBS movic Bandai Namco Arts infinite IMAGINE Happinet anime,2020,7.1,325, MichikoYokote, TsutomuMizushima, YoshitsuguMatsuoka AiKayano AyaneSakura KenjiHamada HiroyukiYoshino YûsukeKobayashi Shin'yaTakahashi Shin'yaTakahashi Shin'yaTakahashi HisakoKanemoto HisakoKanemoto MaiNakahara KellyGreenshield
3750, Adventure Animation Comedy Entertainment One Anton Capital Entertainment (ACE) Main Journey Caramel Films L'Atelier Animation SND new york city fire brigade affectation speculative 1920s candid philosophical playful fireman cautionary relaxed provocative dramatic sentimental admiring adoring amused appreciative celebratory defiant enthusiastic exhilarated exuberant familiar sympathetic,2022,6.2,3730, LaurentZeitoun JennicaHarper LisaHunter DaphneBallon, TheodoreTy LaurentZeitoun, AlicePol AlicePol VincentCassel ValérieLemercier ClaudiaTagbo ElieSemoun EmmanuelCurtil EmmanuelGarijo AlexandreNguyen LoïseCharpentier OliviaCooke OliviaCooke
3751," Action Comedy Crime Miramax Toff Guy Films STX Entertainment london, england robbery businessman gangster dark comedy betrayal marijuana business jewish american gunfight brutality american abroad irishman scheme playful casual",2019,7.8,446226, GuyRitchie IvanAtkinson MarnDavies LaurenBond, GuyRitchie, MatthewMcConaughey CharlieHunnam MichelleDockery JeremyStrong LyneRenée ColinFarrell HenryGolding TomWu ChidiAjufo HughGrant
3752, Action Comedy Crime Nu Boyana Film Studios Summit Entertainment Lionsgate Millennium Films Davis Films hitman bodyguard sequel aftercreditsstinger duringcreditsstinger,2021,6.1,117359, TomO'Connor PhillipMurphy BrandonMurphy, PatrickHughes, RyanReynolds SamuelL.Jackson SalmaHayek AntonioBanderas CarolineGoodall RebeccaFront GabriellaWright AliceMcMillan KristoferKamiyasu GaryOldman
3753, Comedy Drama Profile Pictures One Two Films Netop Films Haut et Court iceland dairy cow dairy farmer,2019,6.5,1789, GrímurHákonarson, GrímurHákonarson, ArndísHrönnEgilsdóttir SveinnÓlafurGunnarsson ÆvarÞórBenediktsson ÞorsteinnGunnarBjarnason DanielHansErlendsson HafdísHelgaHelgadóttir SiggiHolm AlfrunRose SigurðurSigurjónsson HannesÓliÁgústsson
